Bregma	lam0.2	Centroid_X	Centroid_Y
0.01	1	1515.239546	-3149.28798
0.01	1	1461.626242	-3164.60525
0.01	9	1473.291797	-3054.447088
0.01	1	1475.869363	-3176.010148
0.01	7	1538.871592	-3170.757986
0.01	1	1598.669471	-3134.952911
0.01	1	1436.541282	-3265.856862
0.01	6	1464.841665	-3263.258019
0.01	1	1490.124062	-3253.847863
0.01	2	1499.882751	-3270.192529
0.01	1	1500.353373	-3236.211092
0.01	1	1503.117965	-3389.69031
0.01	9	1505.807697	-3379.448563
0.01	3	1509.281982	-3342.307541
0.01	6	1515.945516	-3317.793211
0.01	3	1516.33716	-3258.740357
0.01	1	1518.261034	-3278.998122
0.01	1	1520.311856	-3224.965082
0.01	6	1524.529523	-3376.117541
0.01	7	1526.574176	-3292.247745
0.01	3	1539.182747	-3263.337903
0.01	6	1539.34108	-3389.958001
0.01	5	1543.529014	-3337.741306
0.01	5	1546.926966	-3360.905318
0.01	3	1553.39798	-3232.057516
0.01	1	1554.139657	-3354.151717
0.01	5	1564.645479	-3296.032645
0.01	1	1571.759491	-3251.668221
0.01	1	1579.87956	-3251.051249
0.01	1	1585.628336	-3223.890256
0.01	12	1590.927668	-3206.713128
0.01	1	1598.5371	-3316.935124
0.01	1	1604.455875	-3357.865423
0.01	1	1603.905399	-3224.293962
0.01	1	1451.177647	-3243.378907
0.01	1	1463.514261	-3223.942001
0.01	1	1479.262342	-3239.157615
0.01	5	1499.861391	-3351.527402
0.01	1	1531.376238	-3239.359668
0.01	13	1422.223754	-3228.670055
0.01	2	1446.293487	-3370.097485
0.01	6	1452.495226	-3298.616457
0.01	6	1453.148426	-3305.271156
0.01	1	1521.102338	-3210.119602
0.01	2	1523.574962	-3385.511931
0.01	1	1574.514336	-3214.808627
0.01	7	1601.533877	-3276.492685
0.01	1	1428.863017	-3210.68478
0.01	1	1437.177819	-3220.401725
0.01	1	1477.140271	-3222.571696
0.01	1	1481.339713	-3343.003845
0.01	9	1564.870968	-3340.443049
0.01	3	1570.637416	-3348.704142
0.01	1	1586.728324	-3232.625737
0.01	9	1500.006543	-3306.975604
0.01	6	1430.669427	-3529.988142
0.01	6	1433.842918	-3411.814307
0.01	6	1440.09605	-3551.440307
0.01	3	1454.935905	-3529.948769
0.01	3	1455.16882	-3550.33403
0.01	2	1460.196945	-3455.09947
0.01	6	1459.874786	-3426.876615
0.01	1	1469.903735	-3535.752247
0.01	5	1480.402986	-3419.125143
0.01	2	1482.222349	-3508.58094
0.01	1	1489.057279	-3566.773709
0.01	9	1487.357527	-3444.146109
0.01	1	1499.102351	-3575.259699
0.01	6	1500.859372	-3481.718954
0.01	7	1512.750935	-3567.23596
0.01	5	1516.229843	-3424.549672
0.01	1	1525.255365	-3490.965317
0.01	5	1534.206044	-3583.356921
0.01	2	1538.118169	-3532.247163
0.01	6	1551.131555	-3454.089897
0.01	6	1556.572816	-3411.241974
0.01	1	1564.426124	-3449.399298
0.01	1	1568.541284	-3587.506792
0.01	2	1571.097288	-3524.280767
0.01	1	1583.33434	-3567.651675
0.01	5	1581.790782	-3548.498403
0.01	1	1588.472104	-3464.176451
0.01	5	1587.221211	-3585.020897
0.01	1	1591.268141	-3434.395636
0.01	3	1549.640643	-3460.403272
0.01	2	1569.971614	-3413.078929
0.01	3	1599.761111	-3564.250729
0.01	1	1598.224545	-3505.200154
0.01	1	1424.4294	-3556.429488
0.01	7	1433.846772	-3428.98202
0.01	5	1437.446457	-3469.842373
0.01	1	1452.458255	-3589.204444
0.01	7	1457.160415	-3440.584326
0.01	5	1462.841697	-3584.372706
0.01	1	1483.148066	-3567.716396
0.01	3	1488.44458	-3486.466701
0.01	6	1508.20299	-3498.585098
0.01	6	1509.338638	-3490.969008
0.01	5	1600.717625	-3468.001016
0.01	1	1451.315718	-3499.303519
0.01	1	1500.390817	-3519.919101
0.01	1	1510.130871	-3539.74866
0.01	5	1545.342467	-3501.217884
0.01	1	1575.536941	-3490.409618
0.01	6	1578.561366	-3456.708928
0.01	3	1586.226185	-3429.28639
0.01	7	1423.774835	-3733.741995
0.01	2	1431.003232	-3792.414382
0.01	2	1432.754692	-3761.331343
0.01	5	1440.635291	-3689.135823
0.01	6	1445.786581	-3732.099353
0.01	1	1449.305135	-3619.397676
0.01	5	1452.194096	-3649.515768
0.01	7	1451.913631	-3613.268822
0.01	9	1468.734014	-3677.17068
0.01	5	1472.571237	-3710.506318
0.01	3	1476.472918	-3794.683293
0.01	2	1484.667523	-3772.363669
0.01	2	1498.393151	-3656.263268
0.01	1	1503.455819	-3727.413525
0.01	7	1503.637184	-3615.519431
0.01	13	1505.459455	-3682.580286
0.01	6	1506.402096	-3693.586603
0.01	2	1511.289418	-3762.011783
0.01	5	1510.647715	-3717.464124
0.01	1	1514.237938	-3752.887296
0.01	2	1521.201896	-3770.01306
0.01	3	1522.75383	-3657.995104
0.01	3	1535.220838	-3709.430989
0.01	7	1535.178009	-3673.626053
0.01	6	1536.257934	-3769.115529
0.01	3	1544.65671	-3751.615319
0.01	6	1545.269727	-3632.562472
0.01	5	1546.324857	-3719.563519
0.01	5	1546.329563	-3743.248725
0.01	6	1551.67076	-3735.235307
0.01	5	1553.630284	-3680.737498
0.01	5	1574.766736	-3749.678503
0.01	3	1585.123674	-3756.020687
0.01	3	1586.679981	-3719.378328
0.01	5	1586.928183	-3666.402881
0.01	3	1589.49223	-3614.359982
0.01	5	1590.807783	-3707.126353
0.01	6	1594.145657	-3771.432548
0.01	5	1596.78055	-3678.058471
0.01	3	1593.497866	-3792.008528
0.01	1	1601.596975	-3721.710508
0.01	1	1606.672715	-3608.558623
0.01	3	1423.959747	-3700.45801
0.01	13	1434.52478	-3729.131838
0.01	2	1456.808474	-3666.526191
0.01	7	1459.725133	-3769.533087
0.01	2	1468.941627	-3730.831092
0.01	7	1486.350622	-3617.681606
0.01	1	1519.645317	-3603.536616
0.01	5	1548.062049	-3704.727937
0.01	5	1443.557912	-3653.073203
0.01	3	1495.654137	-3733.256755
0.01	3	1525.985647	-3629.254107
0.01	2	1590.963005	-3633.735745
0.01	1	1518.181534	-3691.912257
0.01	3	1544.509159	-3622.362383
0.01	2	1424.04617	-3750.795899
0.01	3	1568.631588	-3643.777874
0.01	11	1427.956329	-3906.597641
0.01	13	1428.966941	-3883.636295
0.01	3	1436.610622	-3867.764105
0.01	3	1446.009139	-3901.735053
0.01	11	1464.189359	-3924.194446
0.01	11	1464.781161	-3974.381461
0.01	11	1472.082312	-3924.311577
0.01	7	1476.165943	-3822.651257
0.01	3	1484.402888	-3829.037144
0.01	11	1505.678783	-3902.160847
0.01	11	1508.155293	-3893.276324
0.01	3	1513.30473	-3848.710429
0.01	11	1516.827562	-3838.06541
0.01	11	1526.322863	-3839.523396
0.01	3	1527.769418	-3817.816111
0.01	11	1526.700711	-3827.804937
0.01	11	1533.812141	-3826.736726
0.01	3	1539.806744	-3820.202871
0.01	11	1545.338122	-3882.78773
0.01	3	1543.521935	-3824.006756
0.01	3	1544.899468	-3833.428361
0.01	11	1557.381556	-3879.191254
0.01	11	1570.473409	-3912.788644
0.01	3	1569.893987	-3836.179871
0.01	3	1574.94547	-3842.854309
0.01	11	1573.321206	-3883.248798
0.01	11	1580.245487	-3913.056415
0.01	11	1584.718618	-3888.152391
0.01	11	1592.201951	-3896.234624
0.01	11	1596.414754	-3874.254284
0.01	11	1596.47348	-3880.494217
0.01	11	1598.522718	-3861.247227
0.01	11	1607.63121	-3895.964474
0.01	11	1612.881027	-3894.179983
0.01	3	1421.300013	-3831.075655
0.01	11	1467.444389	-3913.732908
0.01	3	1469.815573	-3815.370226
0.01	11	1477.762363	-3908.830733
0.01	11	1581.656819	-3876.175447
0.01	11	1585.852562	-3882.746287
0.01	7	1445.734312	-3843.486829
0.01	3	1456.879231	-3841.086649
0.01	11	1514.469715	-3882.231744
0.01	11	1520.569394	-3846.138965
0.01	11	1530.006102	-3889.702418
0.01	3	1532.157868	-3848.291145
0.01	11	1536.065134	-3880.71016
0.01	11	1589.155962	-3879.514469
0.01	3	1628.061483	-3839.408363
0.01	11	1636.961137	-3884.69543
0.01	6	1642.758564	-3852.441259
0.01	6	1642.972756	-3863.18293
0.01	6	1650.15102	-3857.284373
0.01	3	1662.310351	-3822.356255
0.01	3	1691.791934	-3807.65996
0.01	11	1702.720622	-3899.62423
0.01	11	1705.651108	-3849.849922
0.01	3	1710.550709	-3844.60274
0.01	3	1713.808739	-3808.165083
0.01	2	1737.425556	-3811.145038
0.01	11	1741.29889	-3882.915353
0.01	11	1757.081756	-3888.117681
0.01	3	1773.144217	-3841.80616
0.01	3	1789.837868	-3839.109445
0.01	11	1789.888061	-3892.980283
0.01	13	1623.575506	-3824.850276
0.01	3	1626.439159	-3817.204843
0.01	11	1661.070068	-3842.605891
0.01	3	1649.731644	-3845.723112
0.01	3	1704.503416	-3838.978851
0.01	3	1719.358783	-3850.869509
0.01	3	1696.271804	-3846.678771
0.01	11	1747.911084	-3887.070137
0.01	3	1757.869515	-3816.580248
0.01	11	1801.518133	-3886.947511
0.01	2	1625.429026	-3756.887446
0.01	3	1624.954129	-3619.298619
0.01	3	1630.724642	-3722.379375
0.01	5	1634.513695	-3640.174329
0.01	5	1634.704772	-3730.677358
0.01	5	1655.683466	-3688.792811
0.01	3	1660.21769	-3720.046104
0.01	5	1659.596623	-3642.636115
0.01	5	1659.340683	-3614.301549
0.01	5	1661.839919	-3651.526144
0.01	5	1669.125152	-3718.880131
0.01	6	1677.898325	-3770.347815
0.01	1	1678.378949	-3755.961796
0.01	3	1680.602624	-3673.616066
0.01	5	1690.639403	-3692.100587
0.01	5	1693.601635	-3725.316174
0.01	1	1698.545135	-3736.67136
0.01	5	1697.017565	-3629.620039
0.01	1	1703.048704	-3759.609888
0.01	2	1707.152859	-3791.804253
0.01	11	1718.48295	-3630.734597
0.01	9	1722.405798	-3764.712071
0.01	6	1727.089727	-3629.953822
0.01	7	1745.622436	-3670.52137
0.01	5	1751.875549	-3653.789961
0.01	9	1752.765891	-3667.83314
0.01	7	1766.45575	-3729.784463
0.01	1	1769.708178	-3651.692362
0.01	9	1773.285972	-3751.350004
0.01	1	1775.352049	-3614.401328
0.01	5	1785.02384	-3718.293235
0.01	9	1785.167125	-3702.198532
0.01	5	1786.098001	-3766.613068
0.01	5	1791.906032	-3720.416773
0.01	9	1792.101431	-3743.32134
0.01	5	1808.158777	-3631.239913
0.01	3	1646.571984	-3755.75515
0.01	6	1648.700739	-3607.249678
0.01	6	1698.523807	-3664.393664
0.01	1	1704.599716	-3768.796356
0.01	5	1736.167901	-3779.348514
0.01	1	1747.748214	-3645.587289
0.01	3	1763.143779	-3763.550187
0.01	3	1771.561565	-3692.237944
0.01	5	1644.285086	-3696.815644
0.01	5	1660.626799	-3704.705173
0.01	6	1716.41588	-3638.733552
0.01	3	1738.96364	-3635.641189
0.01	6	1743.698794	-3628.955276
0.01	5	1805.631882	-3686.282708
0.01	5	1627.884228	-3686.104852
0.01	5	1650.153021	-3624.895375
0.01	5	1653.594419	-3618.509553
0.01	5	1753.645555	-3711.788129
0.01	5	1808.686072	-3666.431836
0.01	1	1635.722624	-3758.210904
0.01	3	1656.245618	-3678.663155
0.01	3	1672.68004	-3784.046068
0.01	3	1766.310064	-3772.275838
0.01	5	1769.377998	-3702.992342
0.01	1	1714.018829	-3675.309011
0.01	6	1631.140755	-3466.01378
0.01	3	1644.437728	-3541.167602
0.01	1	1645.013443	-3409.401093
0.01	1	1647.704775	-3463.767995
0.01	6	1651.158681	-3421.179058
0.01	3	1659.751167	-3461.859137
0.01	6	1662.766185	-3574.585595
0.01	3	1667.077393	-3519.346841
0.01	5	1668.305447	-3551.171801
0.01	5	1673.316516	-3561.133026
0.01	9	1670.490432	-3478.73125
0.01	1	1672.846382	-3440.706578
0.01	1	1681.471511	-3487.433595
0.01	1	1691.109999	-3438.80136
0.01	6	1700.528591	-3506.787304
0.01	7	1705.204865	-3541.693662
0.01	5	1719.201032	-3545.447224
0.01	1	1729.682667	-3555.921946
0.01	1	1728.060712	-3525.71557
0.01	1	1740.615191	-3562.338684
0.01	3	1747.615941	-3485.688295
0.01	1	1752.625908	-3558.642762
0.01	9	1758.562296	-3538.499419
0.01	6	1759.150144	-3566.729406
0.01	5	1762.44348	-3460.064512
0.01	1	1773.736999	-3462.016775
0.01	1	1791.684982	-3553.037016
0.01	1	1792.762399	-3525.277993
0.01	3	1793.795211	-3581.810906
0.01	6	1794.885688	-3433.846769
0.01	1	1795.618436	-3475.769419
0.01	3	1795.032227	-3572.793932
0.01	6	1800.901887	-3508.221228
0.01	1	1810.815361	-3532.464431
0.01	6	1626.160153	-3427.067306
0.01	2	1644.430608	-3560.999883
0.01	9	1647.857216	-3453.542688
0.01	7	1665.76481	-3597.713392
0.01	1	1662.932387	-3423.340803
0.01	2	1680.380108	-3535.247959
0.01	5	1711.152549	-3492.154309
0.01	1	1717.594629	-3479.914432
0.01	1	1783.240629	-3480.477315
0.01	1	1786.650204	-3421.981485
0.01	4	1718.85758	-3420.768267
0.01	5	1724.808822	-3588.231901
0.01	3	1695.015606	-3537.190354
0.01	1	1701.36536	-3501.012191
0.01	6	1744.433456	-3437.208607
0.01	1	1760.794772	-3517.706612
0.01	1	1629.786831	-3445.792267
0.01	1	1684.192364	-3586.164821
0.01	1	1715.210754	-3457.631499
0.01	9	1712.051324	-3532.289721
0.01	3	1724.136273	-3501.638349
0.01	1	1743.722479	-3492.59362
0.01	1	1746.35427	-3476.288405
0.01	1	1771.031899	-3583.701212
0.01	1	1795.462677	-3465.945514
0.01	1	1800.480609	-3497.783192
0.01	1	1689.653489	-3481.984576
0.01	6	1621.346467	-3242.503316
0.01	6	1624.634087	-3254.021303
0.01	6	1630.005009	-3304.836281
0.01	1	1632.752113	-3360.490153
0.01	2	1631.113693	-3278.976022
0.01	6	1635.194278	-3251.249337
0.01	9	1640.53177	-3228.274331
0.01	1	1656.154765	-3335.390389
0.01	1	1654.592261	-3297.985166
0.01	1	1666.084383	-3317.846611
0.01	1	1673.046916	-3384.312453
0.01	1	1675.117242	-3349.494678
0.01	9	1677.656265	-3284.586542
0.01	5	1681.340256	-3358.175408
0.01	2	1685.331498	-3247.574919
0.01	5	1687.683542	-3297.589867
0.01	1	1691.905519	-3273.100657
0.01	9	1695.306308	-3234.420784
0.01	1	1695.335341	-3327.886359
0.01	4	1700.115875	-3305.51283
0.01	1	1700.570844	-3352.233192
0.01	1	1709.722085	-3250.259284
0.01	5	1711.577549	-3352.554545
0.01	1	1710.383517	-3382.447806
0.01	1	1713.285715	-3276.547505
0.01	1	1717.294613	-3291.607225
0.01	5	1734.15673	-3328.922642
0.01	1	1734.152147	-3215.241169
0.01	1	1734.410824	-3242.6166
0.01	1	1736.509153	-3318.655542
0.01	1	1735.861101	-3286.974436
0.01	1	1752.840925	-3371.932294
0.01	3	1756.324741	-3277.606462
0.01	1	1762.082043	-3248.01111
0.01	1	1772.036296	-3374.596992
0.01	1	1770.653463	-3310.906459
0.01	4	1779.023151	-3234.699829
0.01	1	1785.294709	-3358.474051
0.01	1	1795.363953	-3248.545301
0.01	1	1798.555286	-3310.391203
0.01	1	1800.251092	-3279.358417
0.01	1	1805.020605	-3379.851768
0.01	1	1662.826745	-3347.752153
0.01	1	1688.047547	-3318.546517
0.01	3	1702.064666	-3318.311462
0.01	4	1782.595945	-3297.937813
0.01	13	1649.900075	-3255.138752
0.01	1	1658.338183	-3314.320126
0.01	1	1673.43845	-3247.895723
0.01	5	1718.268018	-3352.442635
0.01	1	1748.934165	-3209.743256
0.01	1	1753.205464	-3212.17468
0.01	1	1782.660945	-3208.995659
0.01	1	1807.31657	-3353.69768
0.01	3	1770.781277	-3337.935716
0.01	3	1775.354178	-3333.284199
0.01	6	1663.533486	-3264.522115
0.01	1	1664.629826	-3357.030656
0.01	1	1665.009113	-3364.369774
0.01	7	1680.535593	-3329.870037
0.01	1	1683.828644	-3388.450154
0.01	2	1685.716156	-3207.876974
0.01	5	1702.96988	-3336.05872
0.01	1	1711.317989	-3283.177082
0.01	1	1714.319528	-3302.175266
0.01	5	1723.116591	-3258.709279
0.01	3	1728.716859	-3370.060633
0.01	4	1739.683355	-3334.507408
0.01	1	1745.288973	-3277.148848
0.01	1	1750.289333	-3229.405246
0.01	1	1753.320488	-3343.107083
0.01	6	1757.588421	-3394.105077
0.01	1	1769.397336	-3263.579935
0.01	4	1779.076641	-3271.871355
0.01	1	1786.276269	-3351.962347
0.01	4	1789.206624	-3381.430285
0.01	1	1793.009996	-3342.601203
0.01	1	1791.084849	-3231.013043
0.01	1	1804.324183	-3228.434841
0.01	3	1631.908169	-3185.404646
0.01	4	1634.75224	-3034.403201
0.01	1	1641.880339	-3091.453926
0.01	4	1654.694837	-3036.521398
0.01	4	1655.104124	-3056.442272
0.01	1	1664.401863	-3032.671963
0.01	3	1666.296856	-3119.468994
0.01	3	1669.491437	-3112.314987
0.01	9	1674.764362	-3138.197008
0.01	4	1674.64803	-3021.674472
0.01	1	1682.382629	-3065.710644
0.01	4	1689.715824	-3115.267377
0.01	3	1696.266666	-3063.26779
0.01	1	1698.070667	-3046.160667
0.01	13	1698.727789	-3097.503741
0.01	1	1698.63239	-3186.367617
0.01	1	1705.540107	-3172.48846
0.01	3	1709.890461	-3027.848165
0.01	6	1715.164561	-3126.886337
0.01	9	1717.497916	-3159.329708
0.01	1	1723.12421	-3131.792274
0.01	6	1727.884521	-3044.211255
0.01	1	1724.470419	-3094.612133
0.01	6	1728.348421	-3020.485531
0.01	5	1740.233395	-3104.536997
0.01	5	1745.989962	-3150.771706
0.01	6	1758.099649	-3161.082778
0.01	3	1768.136985	-3054.362352
0.01	1	1781.703401	-3065.875217
0.01	5	1783.127062	-3026.315067
0.01	1	1785.98298	-3040.848024
0.01	9	1787.421874	-3086.342388
0.01	1	1793.697559	-3125.28867
0.01	5	1797.535801	-3049.224904
0.01	1	1799.895607	-3145.803531
0.01	9	1796.389462	-3165.948681
0.01	6	1805.523231	-3035.148076
0.01	1	1631.28789	-3014.878373
0.01	1	1650.564926	-3138.29163
0.01	6	1676.36969	-3178.25079
0.01	4	1707.28807	-3044.043984
0.01	1	1761.367678	-3034.130644
0.01	5	1770.305128	-3145.800872
0.01	1	1800.104738	-3074.224413
0.01	4	1679.387529	-3056.285717
0.01	5	1685.238165	-3025.06097
0.01	6	1728.364936	-3150.586195
0.01	9	1733.521609	-3129.101725
0.01	1	1746.51351	-3080.794553
0.01	1	1758.568441	-3061.310746
0.01	1	1630.134002	-3144.051515
0.01	1	1646.78365	-3045.62085
0.01	3	1683.68452	-3145.488796
0.01	4	1654.40585	-3159.729744
0.01	1	1664.111986	-3082.968334
0.01	1	1674.685801	-3158.161831
0.01	3	1700.893176	-3132.193469
0.01	1	1708.327962	-3085.262241
0.01	1	1731.284174	-3171.010814
0.01	1	1754.857546	-3009.961833
0.01	1	1788.858319	-3150.09027
0.01	5	1808.331013	-3163.613222
0.01	5	1626.340009	-2851.058429
0.01	9	1632.239152	-2985.192847
0.01	3	1630.886103	-2810.380017
0.01	9	1631.725105	-2922.518399
0.01	7	1651.479416	-2933.862423
0.01	1	1653.55997	-2852.346892
0.01	5	1657.540432	-2841.034059
0.01	1	1659.847781	-2937.425089
0.01	4	1669.569179	-2906.063982
0.01	16	1666.375842	-2964.839448
0.01	1	1675.921813	-2886.603535
0.01	1	1681.593785	-2938.351616
0.01	1	1682.438969	-2992.632592
0.01	16	1692.95406	-2819.850195
0.01	1	1684.053752	-2951.93206
0.01	6	1689.135566	-2934.464935
0.01	1	1694.014281	-2886.908926
0.01	4	1703.513573	-2912.214829
0.01	4	1708.995084	-2936.718905
0.01	4	1708.416046	-2962.458078
0.01	5	1714.984688	-2892.062919
0.01	1	1711.693969	-2832.577396
0.01	9	1714.451751	-2925.573067
0.01	1	1728.431074	-2948.03075
0.01	1	1734.438185	-2831.206353
0.01	1	1742.013599	-2988.699715
0.01	3	1746.159208	-2892.007607
0.01	1	1750.612626	-2809.013469
0.01	1	1757.089165	-2819.162702
0.01	7	1761.23346	-2982.054946
0.01	6	1760.416498	-2922.258355
0.01	1	1768.300101	-2960.536263
0.01	1	1772.246402	-2943.821681
0.01	1	1774.14554	-2936.067045
0.01	1	1774.477967	-2887.285846
0.01	1	1776.889224	-2821.683259
0.01	5	1780.633226	-2989.928092
0.01	1	1782.934848	-2849.967149
0.01	1	1793.394666	-2864.720966
0.01	1	1797.362195	-2942.34807
0.01	5	1800.267165	-2817.466359
0.01	1	1803.489719	-2975.976789
0.01	1	1804.587867	-2865.941819
0.01	4	1651.531436	-2992.641112
0.01	5	1657.545249	-2985.980693
0.01	4	1681.548429	-2871.425181
0.01	2	1734.884417	-2845.426464
0.01	1	1758.941656	-2990.091674
0.01	6	1768.607869	-2858.455104
0.01	13	1782.089706	-2928.964502
0.01	1	1787.057667	-2970.367531
0.01	3	1789.51696	-2843.075771
0.01	3	1793.336995	-2976.948014
0.01	6	1648.090639	-2882.713288
0.01	5	1670.056246	-2992.437415
0.01	6	1671.456626	-2833.787479
0.01	6	1675.72842	-2840.450727
0.01	1	1765.423454	-2912.980673
0.01	6	1795.616051	-2891.41478
0.01	1	1802.435885	-2840.719084
0.01	4	1619.897663	-2863.124991
0.01	1	1740.429307	-2906.159593
0.01	1	1772.947392	-2878.791196
0.01	4	1631.227342	-2834.102208
0.01	4	1643.935253	-2917.878088
0.01	7	1666.882759	-2885.284857
0.01	4	1701.576443	-2871.09342
0.01	4	1729.843823	-2927.652574
0.01	16	1749.761346	-2840.292444
0.01	1	1751.867269	-2951.259664
0.01	1	1759.700141	-2866.026015
0.01	6	1628.793418	-2719.647854
0.01	1	1635.612134	-2770.526925
0.01	1	1638.95849	-2664.691411
0.01	13	1652.658838	-2629.89741
0.01	6	1661.909368	-2691.862444
0.01	1	1662.547089	-2719.166583
0.01	3	1674.193551	-2663.60732
0.01	1	1680.036941	-2698.287487
0.01	1	1682.972381	-2785.884726
0.01	1	1697.591495	-2744.992057
0.01	1	1707.573286	-2614.809888
0.01	2	1715.281091	-2650.314572
0.01	4	1716.401793	-2739.931157
0.01	5	1718.091542	-2762.804575
0.01	1	1722.770958	-2734.707185
0.01	2	1728.338392	-2657.929756
0.01	1	1733.68703	-2618.410042
0.01	1	1742.405187	-2756.142024
0.01	1	1752.772412	-2640.891211
0.01	5	1761.078156	-2748.67737
0.01	9	1764.665677	-2666.334716
0.01	6	1771.415353	-2636.737697
0.01	11	1767.083121	-2723.337436
0.01	6	1772.065009	-2625.470018
0.01	1	1771.92464	-2650.142336
0.01	11	1777.231876	-2732.902613
0.01	1	1774.09941	-2610.981274
0.01	11	1777.333372	-2741.624752
0.01	1	1779.237928	-2701.51889
0.01	3	1784.355554	-2757.638609
0.01	11	1783.696778	-2745.671614
0.01	1	1788.208924	-2713.307668
0.01	1	1786.810745	-2677.617627
0.01	3	1792.338235	-2658.665285
0.01	6	1794.914109	-2620.655669
0.01	3	1794.435054	-2678.671282
0.01	2	1797.621051	-2771.996468
0.01	5	1670.789124	-2683.526515
0.01	16	1667.130042	-2769.986935
0.01	1	1673.301303	-2689.176862
0.01	1	1686.057983	-2704.984997
0.01	6	1690.049619	-2668.740359
0.01	1	1692.940109	-2710.765009
0.01	3	1731.038797	-2728.810276
0.01	1	1806.409724	-2696.592502
0.01	1	1640.11993	-2764.734372
0.01	3	1655.898107	-2690.821782
0.01	1	1658.478228	-2733.08709
0.01	16	1741.746289	-2711.300161
0.01	3	1741.489952	-2722.66807
0.01	1	1745.720246	-2786.192141
0.01	1	1765.995498	-2770.556967
0.01	1	1799.609593	-2695.802953
0.01	1	1804.452925	-2787.891179
0.01	1	1636.328092	-2636.862209
0.01	2	1677.17666	-2654.469736
0.01	1	1725.568493	-2696.810109
0.01	6	1758.116216	-2718.544601
0.01	1	1807.065316	-2752.447886
0.01	1	1627.155467	-2786.92966
0.01	16	1637.141495	-2688.427155
0.01	1	1675.845562	-2607.642916
0.01	1	1750.3376	-2764.33467
0.01	2	1782.416892	-2620.457418
0.01	1	1786.850562	-2723.500339
0.01	1	1789.051346	-2686.762873
0.01	2	1792.041384	-2647.685674
0.01	1	1796.393862	-2761.022914
0.01	5	1625.635932	-2508.326353
0.01	3	1632.47386	-2575.674854
0.01	5	1633.346734	-2508.084277
0.01	6	1636.457714	-2488.479634
0.01	6	1646.087098	-2521.053087
0.01	5	1646.412879	-2506.448975
0.01	6	1650.42031	-2575.250079
0.01	3	1647.462305	-2432.074727
0.01	7	1651.17877	-2424.089833
0.01	1	1661.168059	-2581.735777
0.01	7	1654.356514	-2479.446842
0.01	14	1661.488837	-2427.594343
0.01	14	1664.622856	-2505.035764
0.01	14	1670.473971	-2481.471757
0.01	7	1671.013164	-2557.885688
0.01	6	1680.442607	-2421.469196
0.01	14	1684.879285	-2504.585728
0.01	7	1694.802056	-2485.741081
0.01	14	1696.63352	-2495.376013
0.01	1	1699.251009	-2561.355793
0.01	1	1701.122285	-2588.988428
0.01	2	1707.80798	-2491.723145
0.01	2	1713.736313	-2563.786181
0.01	14	1717.374909	-2426.711482
0.01	2	1722.460093	-2500.813134
0.01	14	1722.463721	-2471.608381
0.01	8	1722.16204	-2457.526081
0.01	3	1741.81534	-2565.953296
0.01	8	1741.660248	-2431.728118
0.01	1	1743.232426	-2576.406751
0.01	3	1769.370655	-2549.792429
0.01	14	1775.785813	-2417.03766
0.01	6	1779.058981	-2520.395131
0.01	6	1779.606662	-2512.479982
0.01	14	1784.283147	-2469.661688
0.01	14	1801.103004	-2461.819211
0.01	7	1801.656456	-2414.400261
0.01	5	1804.718748	-2455.795046
0.01	6	1630.789239	-2560.326892
0.01	3	1679.310999	-2519.042916
0.01	14	1710.89123	-2481.590213
0.01	8	1713.91036	-2454.68503
0.01	7	1730.564462	-2470.991871
0.01	7	1739.984716	-2534.828509
0.01	3	1750.032314	-2573.290914
0.01	3	1756.2236	-2592.462939
0.01	1	1657.732497	-2575.130674
0.01	6	1684.778001	-2424.04399
0.01	5	1626.245295	-2587.154636
0.01	7	1663.020201	-2524.332239
0.01	1	1678.27936	-2591.966477
0.01	8	1727.102129	-2429.950415
0.01	6	1767.488549	-2589.773453
0.01	6	1772.54506	-2583.87067
0.01	2	1778.605775	-2579.114849
0.01	3	1788.110365	-2497.702948
0.01	3	1800.798183	-2592.656155
0.01	8	1622.556188	-2335.183171
0.01	3	1623.066277	-2208.322882
0.01	8	1627.056176	-2225.643227
0.01	9	1626.352537	-2250.664595
0.01	8	1632.186726	-2235.353374
0.01	8	1646.716768	-2370.300873
0.01	8	1649.19332	-2313.490637
0.01	8	1649.281603	-2272.066904
0.01	3	1652.131415	-2210.907056
0.01	8	1654.304662	-2220.8942
0.01	8	1666.502282	-2225.589458
0.01	8	1669.286901	-2365.064158
0.01	14	1674.233667	-2386.413919
0.01	14	1677.751184	-2393.90366
0.01	14	1684.034894	-2323.677427
0.01	8	1682.227165	-2268.420485
0.01	14	1682.480003	-2288.77997
0.01	8	1692.515229	-2356.430104
0.01	8	1703.772003	-2270.616492
0.01	14	1707.720946	-2383.638337
0.01	8	1715.976609	-2274.911802
0.01	8	1718.893988	-2364.90225
0.01	8	1719.306483	-2263.438504
0.01	8	1723.630119	-2327.802534
0.01	8	1728.943414	-2310.767648
0.01	8	1730.421006	-2302.756392
0.01	14	1733.646176	-2376.452712
0.01	8	1739.430814	-2282.789739
0.01	8	1751.987078	-2265.026878
0.01	8	1761.999955	-2238.284399
0.01	3	1764.201863	-2392.682772
0.01	9	1780.709332	-2225.870142
0.01	7	1807.905782	-2227.378551
0.01	12	1809.255827	-2211.095413
0.01	14	1701.410217	-2289.64985
0.01	8	1710.976649	-2221.002344
0.01	8	1749.683418	-2367.185395
