Bregma	lam0.2	Centroid_X	Centroid_Y
0.11	2	2841.569098	-314.1932126
0.11	3	2875.556799	-313.1436303
0.11	2	2903.456565	-312.8026215
0.11	2	2913.192245	-306.5790478
0.11	2	2996.98164	-185.2904354
0.11	2	2995.92244	-241.7273219
0.11	6	2808.626565	-511.1596534
0.11	2	2963.119113	-516.0704904
0.11	2	2991.374946	-465.9860417
0.11	2	2931.038188	-323.0719118
0.11	7	2938.875643	-522.327681
0.11	3	2991.290395	-676.0316174
0.11	3	2995.241099	-587.8945193
0.11	11	2800.587944	-598.5958604
0.11	7	3038.97818	-522.9637615
0.11	2	3180.832262	-614.5919604
0.11	7	3070.368687	-315.3930183
0.11	2	3136.261674	-314.9449064
0.11	2	2999.597017	-278.8501195
0.11	6	3088.097939	-117.2761353
0.11	2	3142.820347	-312.8925633
0.11	2	3186.40574	-118.5946244
0.11	2	3012.584237	78.90830244
0.11	6	3188.164336	-90.1255183
0.11	1	3173.756138	92.44255681
0.11	6	2997.163772	316.3905013
0.11	6	3007.533896	488.8547723
0.11	7	3024.274009	289.2194891
0.11	4	3116.487163	486.2276884
0.11	1	3144.531304	291.0775985
0.11	4	3051.23619	485.5791627
0.11	6	3116.045244	677.7525569
0.11	2	3151.173587	680.4611813
0.11	4	3097.404694	885.4342626
0.11	9	3191.543453	714.3945554
0.11	2	3022.74848	884.802086
0.11	3	3188.109331	1021.055389
0.11	6	3190.762299	1056.581606
0.11	13	3190.270239	1009.056814
0.06	6	-3338.57417	-3972.492338
0.06	2	-3332.574884	-3908.475777
0.06	6	-3324.455225	-4014.435448
0.06	2	-3327.19959	-3996.44937
0.06	7	-3323.94584	-4041.359433
0.06	3	-3318.58731	-3978.032554
0.06	2	-3310.438246	-3961.161315
0.06	6	-3310.566965	-3917.469899
0.06	6	-3307.880121	-3898.572741
0.06	2	-3307.059023	-4015.237128
0.06	7	-3295.255743	-3964.554453
0.06	6	-3294.971098	-4050.970062
0.06	7	-3291.310014	-3926.187277
0.06	2	-3291.450715	-3973.931202
0.06	6	-3286.989788	-3988.358985
0.06	3	-3279.716417	-3939.060532
0.06	7	-3278.670234	-3921.341593
0.06	2	-3276.223672	-3986.316623
0.06	13	-3272.886512	-3946.794957
0.06	9	-3272.532207	-4032.118963
0.06	2	-3260.006296	-3963.149438
0.06	7	-3247.030932	-3873.865543
0.06	3	-3246.166302	-3991.294169
0.06	3	-3237.525597	-4054.092592
0.06	6	-3236.503326	-3960.741656
0.06	3	-3235.956091	-3975.742139
0.06	3	-3231.742822	-4012.431028
0.06	2	-3225.419648	-3896.181104
0.06	3	-3225.792967	-3954.786128
0.06	6	-3221.192096	-4007.758669
0.06	13	-3218.968755	-4030.543418
0.06	9	-3217.252291	-3915.506215
0.06	4	-3218.203205	-4042.739402
0.06	2	-3210.872546	-3891.139498
0.06	13	-3203.436282	-4010.957624
0.06	3	-3201.818195	-4017.896073
0.06	2	-3194.87315	-3893.80818
0.06	3	-3196.063332	-3951.330482
0.06	2	-3194.000973	-3888.841576
0.06	11	-3177.298309	-4030.287859
0.06	11	-3172.364769	-4022.010752
0.06	3	-3172.304231	-4013.851498
0.06	11	-3163.875293	-4015.291425
0.06	3	-3162.394375	-3893.114432
0.06	7	-3155.451264	-3995.48902
0.06	2	-3309.674671	-3954.551744
0.06	2	-3306.227204	-3987.149522
0.06	7	-3297.317272	-3903.11612
0.06	3	-3239.642928	-3930.334951
0.06	6	-3196.890653	-3913.675057
0.06	6	-3187.565399	-3881.782546
0.06	6	-3168.312479	-3993.660212
0.06	3	-3193.718461	-4039.517846
0.06	11	-3191.39229	-4032.575632
0.06	3	-3162.699439	-4006.505121
0.06	3	-3179.000292	-3961.051604
0.06	7	-3333.603856	-3710.914754
0.06	7	-3320.93702	-3793.767718
0.06	11	-3320.395855	-3764.422819
0.06	7	-3314.783059	-3741.853248
0.06	11	-3309.969005	-3771.523914
0.06	3	-3297.661806	-3845.427067
0.06	2	-3296.438677	-3781.838194
0.06	6	-3292.873887	-3822.622881
0.06	6	-3291.299317	-3685.122378
0.06	2	-3286.382195	-3732.947299
0.06	3	-3285.327302	-3710.856636
0.06	6	-3277.255792	-3830.831717
0.06	3	-3275.925552	-3857.034601
0.06	2	-3275.669093	-3765.394754
0.06	2	-3270.378873	-3793.608465
0.06	2	-3266.562746	-3705.773871
0.06	2	-3264.089091	-3839.132946
0.06	2	-3265.577374	-3712.083482
0.06	2	-3257.787085	-3783.475755
0.06	7	-3247.820419	-3759.912925
0.06	6	-3247.489133	-3733.93377
0.06	2	-3236.08959	-3778.330736
0.06	7	-3229.484799	-3705.539979
0.06	3	-3228.160007	-3682.026987
0.06	3	-3225.807361	-3738.925441
0.06	2	-3220.379623	-3790.499663
0.06	9	-3216.411083	-3844.246547
0.06	2	-3211.395327	-3824.94917
0.06	2	-3210.476272	-3723.634712
0.06	6	-3207.280537	-3815.656779
0.06	2	-3204.552175	-3797.499432
0.06	7	-3203.390033	-3692.704878
0.06	2	-3193.117731	-3839.841386
0.06	2	-3189.489146	-3753.262579
0.06	3	-3176.730981	-3714.435218
0.06	2	-3177.341327	-3810.631984
0.06	2	-3171.48334	-3848.041336
0.06	2	-3166.55605	-3800.387035
0.06	2	-3162.669131	-3813.382513
0.06	13	-3160.916607	-3697.02715
0.06	7	-3298.513354	-3758.288309
0.06	2	-3281.566381	-3686.855922
0.06	7	-3255.571207	-3854.530188
0.06	7	-3326.128919	-3803.2033
0.06	2	-3266.20913	-3752.089004
0.06	2	-3197.236248	-3774.815096
0.06	7	-3155.784385	-3837.990328
0.06	2	-3233.936055	-3839.272729
0.06	7	-3226.345125	-3844.874414
0.06	2	-3256.431641	-3810.779791
0.06	2	-3218.890077	-3762.398397
0.06	2	-3202.888779	-3757.353011
0.06	7	-3335.378291	-3642.36313
0.06	2	-3328.581686	-3483.302655
0.06	2	-3327.349755	-3622.141054
0.06	7	-3326.973176	-3542.630691
0.06	2	-3325.917427	-3643.103267
0.06	7	-3322.163596	-3615.656111
0.06	7	-3309.133866	-3598.82205
0.06	2	-3295.967887	-3549.594726
0.06	2	-3294.786101	-3501.619516
0.06	3	-3294.990923	-3478.528852
0.06	7	-3280.624809	-3556.543811
0.06	2	-3267.409753	-3487.276271
0.06	2	-3266.502719	-3572.127721
0.06	2	-3263.540585	-3644.822601
0.06	2	-3265.329333	-3513.753649
0.06	2	-3258.123942	-3508.546848
0.06	3	-3246.056146	-3519.006754
0.06	2	-3237.363259	-3604.43531
0.06	2	-3233.661024	-3510.647356
0.06	2	-3218.056218	-3546.909446
0.06	2	-3213.451056	-3620.539452
0.06	2	-3212.179955	-3518.779519
0.06	2	-3204.470998	-3558.611354
0.06	2	-3197.152556	-3488.165487
0.06	2	-3192.950278	-3638.527366
0.06	2	-3184.342143	-3505.797327
0.06	2	-3169.77742	-3527.041606
0.06	6	-3164.938652	-3490.215407
0.06	2	-3155.190154	-3652.00757
0.06	3	-3156.046939	-3596.582803
0.06	2	-3293.042072	-3614.116673
0.06	3	-3285.759055	-3522.856428
0.06	2	-3231.233763	-3619.504789
0.06	2	-3202.986527	-3638.784217
0.06	6	-3166.98987	-3608.384858
0.06	7	-3156.297569	-3634.910011
0.06	3	-3319.148462	-3584.280377
0.06	2	-3317.296026	-3525.584164
0.06	2	-3287.918306	-3587.917683
0.06	2	-3199.29845	-3586.916207
0.06	3	-3191.609221	-3547.47707
0.06	3	-3183.858135	-3614.878804
0.06	2	-3178.45516	-3584.60463
0.06	2	-3317.243704	-3498.321674
0.06	6	-3294.479806	-3538.475445
0.06	7	-3261.748871	-3608.653366
0.06	6	-3239.666445	-3531.111153
0.06	2	-3180.106302	-3512.111604
0.06	2	-3309.722248	-3545.47725
0.06	2	-3239.798742	-3631.244294
0.06	2	-3223.102506	-3560.606829
0.06	7	-3205.778213	-3633.062637
0.06	2	-3201.379215	-3517.098822
0.06	2	-3201.462188	-3570.392893
0.06	2	-3195.65513	-3517.312131
0.06	2	-3181.844011	-3492.336634
0.06	2	-3169.522625	-3542.624202
0.06	2	-3159.611126	-3524.238614
0.06	2	-3158.834771	-3569.369109
0.06	2	-3157.447519	-3585.762223
0.06	2	-3333.612492	-3312.79009
0.06	3	-3333.473968	-3355.293546
0.06	3	-3327.896887	-3288.705464
0.06	2	-3318.994304	-3376.755315
0.06	2	-3318.207705	-3338.423562
0.06	2	-3315.103585	-3457.429137
0.06	3	-3310.546437	-3432.427446
0.06	6	-3307.793271	-3412.359342
0.06	2	-3304.280124	-3310.621726
0.06	3	-3282.182269	-3335.698695
0.06	7	-3282.069861	-3438.382424
0.06	7	-3278.400167	-3316.729306
0.06	2	-3278.008299	-3415.132737
0.06	7	-3278.090914	-3390.713452
0.06	6	-3271.111953	-3369.227732
0.06	2	-3269.7392	-3277.243486
0.06	2	-3259.804199	-3302.013727
0.06	6	-3250.949268	-3361.311515
0.06	3	-3252.178761	-3421.305282
0.06	6	-3244.894616	-3399.040121
0.06	2	-3243.406696	-3457.267213
0.06	3	-3239.102948	-3392.558372
0.06	3	-3237.4174	-3352.479955
0.06	1	-3224.957214	-3292.029536
0.06	6	-3222.823466	-3333.250047
0.06	2	-3212.152825	-3386.583514
0.06	1	-3206.448532	-3312.104957
0.06	3	-3204.958683	-3443.903025
0.06	7	-3201.213029	-3422.146028
0.06	2	-3190.866497	-3433.155212
0.06	6	-3189.295652	-3393.45269
0.06	1	-3184.84214	-3353.074944
0.06	3	-3182.589197	-3416.567445
0.06	3	-3170.765957	-3394.866777
0.06	7	-3158.499249	-3373.505695
0.06	6	-3278.112144	-3423.741384
0.06	2	-3263.585382	-3449.713183
0.06	2	-3204.377844	-3329.688975
0.06	6	-3168.472626	-3440.517014
0.06	2	-3158.004885	-3333.93418
0.06	3	-3341.384337	-3346.265241
0.06	2	-3252.177084	-3408.459556
0.06	2	-3221.60306	-3439.473918
0.06	1	-3216.196031	-3283.009017
0.06	9	-3202.179651	-3341.668676
0.06	2	-3167.840781	-3452.084256
0.06	3	-3162.329368	-3347.663844
0.06	2	-3229.340693	-3410.735525
0.06	2	-3260.40991	-3430.693654
0.06	3	-3260.916253	-3392.781555
0.06	2	-3178.540128	-3384.427806
0.06	2	-3167.344915	-3429.383444
0.06	2	-3339.392103	-3118.172899
0.06	1	-3334.269485	-3141.972787
0.06	2	-3329.412541	-3187.800441
0.06	2	-3327.277038	-3251.641478
0.06	6	-3327.548708	-3098.603458
0.06	6	-3322.498111	-3073.661243
0.06	2	-3313.937004	-3098.48413
0.06	1	-3306.509324	-3191.56244
0.06	3	-3304.331573	-3092.221737
0.06	2	-3306.941881	-3125.797938
0.06	3	-3292.593267	-3093.974862
0.06	3	-3288.948731	-3192.797361
0.06	1	-3285.067431	-3214.525071
0.06	1	-3275.481559	-3198.953599
0.06	13	-3263.765586	-3253.886498
0.06	3	-3257.624839	-3156.597983
0.06	9	-3252.823379	-3106.278394
0.06	1	-3243.766819	-3216.546087
0.06	3	-3241.044918	-3079.592855
0.06	1	-3237.605444	-3163.451078
0.06	1	-3223.155206	-3100.413732
0.06	1	-3220.267626	-3182.213853
0.06	4	-3215.265755	-3072.849111
0.06	4	-3203.409304	-3081.766693
0.06	5	-3200.221693	-3136.875989
0.06	9	-3186.228333	-3244.66654
0.06	6	-3182.300594	-3098.589275
0.06	1	-3179.350967	-3197.033488
0.06	3	-3177.696835	-3252.668235
0.06	3	-3176.530532	-3171.397231
0.06	5	-3169.949476	-3232.114789
0.06	9	-3168.495751	-3199.305442
0.06	1	-3157.315245	-3082.576441
0.06	1	-3156.220404	-3126.052263
0.06	2	-3333.912877	-3174.862204
0.06	1	-3296.154999	-3230.779793
0.06	1	-3203.96398	-3122.220433
0.06	5	-3160.355046	-3162.644209
0.06	7	-3310.579616	-3226.987569
0.06	6	-3199.065078	-3171.696144
0.06	7	-3195.469128	-3252.307686
0.06	2	-3277.77906	-3231.051144
0.06	6	-3243.843814	-3251.852835
0.06	1	-3191.840407	-3226.966445
0.06	4	-3166.970854	-3104.023723
0.06	7	-3326.199263	-3160.451115
0.06	1	-3281.827008	-3159.549108
0.06	7	-3260.907824	-3215.251844
0.06	6	-3258.928162	-3201.467373
0.06	1	-3236.568908	-3223.715248
0.06	9	-3233.561018	-3211.789386
0.06	1	-3235.998183	-3159.204971
0.06	1	-3225.982949	-3183.683986
0.06	3	-3208.167112	-3182.954774
0.06	5	-3198.362747	-3218.748734
0.06	6	-3180.381041	-3181.153454
0.06	3	-3172.357662	-3227.209704
0.06	3	-3305.319589	-3210.30546
0.06	3	-3298.485936	-3212.482024
0.06	3	-3294.473051	-3246.061424
0.06	3	-3292.119703	-3240.840271
0.06	13	-3332.662448	-2884.191857
0.06	6	-3322.763199	-2997.2904
0.06	7	-3321.620794	-2872.304751
0.06	2	-3319.600989	-3029.574611
0.06	4	-3320.215747	-2900.66379
0.06	1	-3316.851484	-3040.079535
0.06	2	-3312.863153	-2934.207395
0.06	2	-3297.787925	-3050.140697
0.06	3	-3297.523589	-2870.616962
0.06	1	-3295.802741	-2989.524272
0.06	5	-3294.368972	-2971.784074
0.06	1	-3296.677846	-2944.814866
0.06	1	-3290.846057	-3030.145319
0.06	9	-3288.271228	-3000.478618
0.06	2	-3279.912514	-2901.02777
0.06	7	-3276.821782	-2951.646959
0.06	6	-3273.927268	-3042.055281
0.06	1	-3268.539775	-2986.942418
0.06	1	-3261.069816	-2991.167168
0.06	4	-3255.274738	-3027.010117
0.06	2	-3248.57776	-3003.090838
0.06	1	-3246.574739	-2988.93937
0.06	7	-3238.882615	-3059.811662
0.06	1	-3239.902865	-2918.623349
0.06	6	-3226.356782	-2897.585189
0.06	6	-3224.291068	-2877.324369
0.06	4	-3221.827974	-3007.757314
0.06	5	-3228.583705	-3015.891202
0.06	4	-3205.09552	-2997.590399
0.06	1	-3202.903398	-2985.342628
0.06	7	-3191.797442	-3031.376416
0.06	1	-3193.942491	-2976.718496
0.06	5	-3190.49789	-3045.405263
0.06	3	-3187.833193	-2890.448489
0.06	9	-3185.401913	-2969.719343
0.06	1	-3181.758035	-2931.978603
0.06	5	-3164.598638	-3004.682278
0.06	2	-3337.212141	-2940.057129
0.06	6	-3318.421019	-3004.386082
0.06	6	-3257.099733	-2979.647439
0.06	1	-3248.504501	-3041.467014
0.06	4	-3237.587264	-2957.140921
0.06	6	-3223.040375	-2887.323814
0.06	5	-3204.546538	-2915.66179
0.06	1	-3192.001573	-3005.645796
0.06	1	-3193.47206	-2946.619011
0.06	2	-3298.852646	-3030.11662
0.06	9	-3293.654148	-2999.908568
0.06	1	-3224.481977	-2924.232702
0.06	4	-3164.031598	-2971.102803
0.06	6	-3244.132699	-2985.547511
0.06	1	-3168.566891	-2888.38609
0.06	1	-3162.35145	-2931.860244
0.06	1	-3161.69678	-3042.546661
0.06	3	-3330.217888	-2921.76954
0.06	1	-3244.251256	-2895.066531
0.06	1	-3156.477746	-2889.06817
0.06	2	-3331.725451	-2860.669058
0.06	3	-3329.624577	-2678.268968
0.06	1	-3326.526094	-2713.152593
0.06	1	-3317.028216	-2849.126703
0.06	1	-3303.30669	-2804.245318
0.06	4	-3303.428994	-2774.644714
0.06	3	-3290.435623	-2769.892787
0.06	4	-3285.142059	-2847.603882
0.06	3	-3274.636451	-2769.937994
0.06	4	-3273.989528	-2683.898449
0.06	1	-3267.868356	-2855.829906
0.06	4	-3265.817652	-2673.696918
0.06	1	-3260.668932	-2788.79432
0.06	4	-3258.526556	-2814.997502
0.06	6	-3250.808203	-2711.419857
0.06	11	-3242.266187	-2848.47904
0.06	6	-3241.737091	-2835.754575
0.06	2	-3236.175	-2683.689964
0.06	2	-3230.977006	-2774.313895
0.06	6	-3231.749908	-2750.428886
0.06	6	-3233.590011	-2716.008667
0.06	6	-3233.169402	-2807.625449
0.06	6	-3220.23283	-2772.399722
0.06	3	-3210.402291	-2755.858222
0.06	9	-3205.686474	-2795.25096
0.06	4	-3199.605079	-2705.494525
0.06	2	-3196.508734	-2767.208632
0.06	6	-3191.821545	-2728.426415
0.06	3	-3191.485546	-2736.93421
0.06	2	-3183.630108	-2687.76981
0.06	4	-3174.80422	-2715.062044
0.06	4	-3175.023003	-2789.310841
0.06	7	-3173.579449	-2705.26043
0.06	2	-3172.154022	-2768.816719
0.06	4	-3167.854663	-2824.949584
0.06	1	-3168.235295	-2732.758703
0.06	4	-3165.623663	-2678.36808
0.06	2	-3157.755888	-2804.296863
0.06	5	-3159.935396	-2732.432318
0.06	1	-3334.385012	-2709.832516
0.06	4	-3303.519882	-2826.253985
0.06	3	-3282.785646	-2781.538372
0.06	2	-3264.483361	-2745.579263
0.06	3	-3221.251346	-2830.327896
0.06	2	-3313.872283	-2700.154879
0.06	5	-3286.190176	-2832.505698
0.06	2	-3261.57992	-2762.442033
0.06	4	-3214.160947	-2725.166691
0.06	9	-3200.169869	-2743.209961
0.06	5	-3220.20537	-2750.644282
0.06	2	-3341.883183	-2773.107416
0.06	2	-3289.130387	-2744.081131
0.06	2	-3229.394023	-2850.191575
0.06	2	-3197.638306	-2834.029983
0.06	2	-3189.269959	-2836.115098
0.06	2	-3173.174023	-2841.254619
0.06	3	-3173.762606	-2857.558322
0.06	4	-3334.671669	-2477.468291
0.06	4	-3326.850405	-2489.856278
0.06	2	-3327.573974	-2505.56648
0.06	6	-3316.989984	-2582.896449
0.06	6	-3305.474157	-2603.648891
0.06	4	-3303.390285	-2499.402827
0.06	9	-3300.302273	-2612.249168
0.06	7	-3287.570326	-2629.16739
0.06	7	-3281.469194	-2490.301255
0.06	2	-3273.17296	-2501.70324
0.06	9	-3265.519069	-2512.826709
0.06	3	-3260.774948	-2625.028117
0.06	4	-3256.471468	-2494.9184
0.06	4	-3247.694707	-2534.608871
0.06	7	-3229.179188	-2647.853801
0.06	5	-3232.080287	-2632.366897
0.06	4	-3229.07401	-2537.333776
0.06	4	-3221.589036	-2503.685485
0.06	9	-3224.069774	-2608.809559
0.06	4	-3222.275123	-2572.724357
0.06	2	-3211.463095	-2569.127089
0.06	7	-3208.594501	-2592.451401
0.06	5	-3202.084958	-2571.953192
0.06	5	-3202.571938	-2566.569343
0.06	5	-3199.756213	-2628.727382
0.06	4	-3201.287261	-2539.147293
0.06	4	-3196.3332	-2588.338952
0.06	7	-3189.223764	-2626.201376
0.06	4	-3183.202765	-2528.478853
0.06	4	-3182.051026	-2644.29693
0.06	4	-3177.715887	-2499.193632
0.06	4	-3176.346425	-2484.295708
0.06	4	-3163.298538	-2656.619464
0.06	3	-3164.55948	-2626.50626
0.06	4	-3157.584052	-2614.658726
0.06	3	-3274.687932	-2588.975941
0.06	7	-3270.258718	-2550.039007
0.06	4	-3241.963061	-2514.192235
0.06	5	-3196.769247	-2598.520499
0.06	3	-3194.582673	-2502.112933
0.06	4	-3184.521745	-2517.733336
0.06	3	-3178.360641	-2555.525049
0.06	3	-3333.754889	-2616.848124
0.06	4	-3300.884006	-2522.238095
0.06	4	-3169.139241	-2566.345953
0.06	9	-3314.247257	-2527.370049
0.06	2	-3291.542463	-2637.709399
0.06	6	-3318.294184	-2594.011527
0.06	4	-3339.598367	-2285.255144
0.06	3	-3337.059395	-2451.434858
0.06	3	-3339.085622	-2404.02472
0.06	4	-3335.336658	-2347.00029
0.06	4	-3335.569595	-2433.608596
0.06	4	-3332.162449	-2357.849911
0.06	3	-3332.769246	-2422.991077
0.06	4	-3323.680614	-2416.032674
0.06	6	-3320.769116	-2387.240354
0.06	1	-3322.550591	-2319.129168
0.06	5	-3315.933527	-2325.733575
0.06	5	-3319.979318	-2284.05611
0.06	4	-3316.514242	-2434.337538
0.06	4	-3315.471481	-2303.352983
0.06	3	-3309.929478	-2401.739961
0.06	4	-3299.081102	-2286.448604
0.06	4	-3293.983173	-2420.1678
0.06	4	-3292.608184	-2401.121784
0.06	4	-3290.57279	-2370.469732
0.06	4	-3287.278979	-2335.503815
0.06	4	-3271.635977	-2417.298275
0.06	5	-3261.120948	-2335.357736
0.06	4	-3255.941465	-2287.399722
0.06	4	-3248.661659	-2339.382911
0.06	9	-3247.105071	-2454.163339
0.06	6	-3230.53631	-2383.73525
0.06	4	-3231.586563	-2315.805912
0.06	4	-3228.161072	-2342.473891
0.06	5	-3220.369087	-2449.388738
0.06	4	-3218.391763	-2342.537604
0.06	4	-3206.947275	-2279.07265
0.06	4	-3198.86305	-2320.576274
0.06	4	-3191.547692	-2443.552655
0.06	4	-3189.709183	-2419.76777
0.06	7	-3188.860672	-2413.175415
0.06	6	-3185.739296	-2298.797453
0.06	4	-3184.585192	-2369.289525
0.06	4	-3177.795801	-2433.042914
0.06	9	-3165.765428	-2334.863417
0.06	3	-3160.256911	-2348.413085
0.06	4	-3319.947084	-2374.361485
0.06	3	-3278.06271	-2283.637907
0.06	3	-3267.207588	-2307.212908
0.06	4	-3246.484488	-2404.425977
0.06	4	-3246.455066	-2359.030135
0.06	4	-3220.836663	-2333.537944
0.06	9	-3218.703429	-2416.796291
0.06	4	-3216.392485	-2365.773816
0.06	4	-3187.715791	-2346.667225
0.06	12	-3162.120863	-2383.46892
0.06	4	-3286.455572	-2306.274078
0.06	5	-3277.197858	-2312.594831
0.06	5	-3273.315177	-2389.658299
0.06	4	-3270.56643	-2285.85571
0.06	3	-3193.395618	-2367.599185
0.06	16	-3172.250793	-2284.777539
0.06	4	-3286.427941	-2318.862721
0.06	4	-3257.102503	-2317.089502
0.06	4	-3203.198062	-2409.718017
0.06	4	-3188.133145	-2280.315508
0.06	4	-3163.929793	-2455.529547
0.06	3	-3334.732205	-2330.550124
0.06	4	-3252.353726	-2347.999901
0.06	4	-3174.60882	-2371.280287
0.06	2	-3139.162111	-2334.767751
0.06	4	-3138.549221	-2326.112331
0.06	4	-3130.900075	-2318.49373
0.06	14	-3122.594051	-2363.406883
0.06	14	-3116.065805	-2425.935681
0.06	14	-3114.762902	-2434.93792
0.06	6	-3105.914794	-2400.702956
0.06	14	-3107.573243	-2356.819687
0.06	14	-3102.080114	-2383.351747
0.06	14	-3100.743544	-2371.490005
0.06	14	-3099.174503	-2445.064796
0.06	14	-3091.186084	-2433.099211
0.06	8	-3091.921871	-2308.431296
0.06	14	-3083.20408	-2298.493935
0.06	6	-3085.388757	-2436.427867
0.06	14	-3080.035599	-2323.467232
0.06	15	-3076.970643	-2418.121627
0.06	8	-3074.910956	-2280.506518
0.06	8	-3068.058552	-2396.082133
0.06	8	-3062.415055	-2291.327202
0.06	8	-3057.181525	-2385.64598
0.06	8	-3049.367402	-2452.257538
0.06	8	-3048.185109	-2296.083671
0.06	3	-3031.978087	-2305.105395
0.06	14	-3034.423889	-2427.73116
0.06	6	-3031.727353	-2376.744251
0.06	8	-3030.338937	-2350.146513
0.06	14	-3024.610392	-2449.490617
0.06	8	-3013.589499	-2324.323289
0.06	8	-2999.358786	-2330.843842
0.06	8	-2984.193724	-2285.004136
0.06	14	-2982.955696	-2375.647433
0.06	9	-2980.087732	-2314.061809
0.06	8	-2977.095118	-2427.054204
0.06	8	-2971.026291	-2332.570662
0.06	14	-2971.667866	-2443.914087
0.06	8	-2967.403604	-2306.492944
0.06	8	-2963.916715	-2346.778728
0.06	8	-2959.947266	-2422.48702
0.06	8	-2955.153593	-2312.78591
0.06	8	-3112.015752	-2292.837371
0.06	8	-3088.609747	-2333.477811
0.06	8	-3050.300332	-2444.715885
0.06	6	-3022.169455	-2322.404908
0.06	8	-2965.500815	-2365.73379
0.06	8	-2959.800342	-2284.778601
0.06	3	-3127.370881	-2302.985369
0.06	4	-3129.585855	-2410.87245
0.06	14	-3126.144753	-2381.546383
0.06	7	-3119.766847	-2450.43466
0.06	8	-3088.912049	-2276.558435
0.06	2	-3076.558722	-2428.867241
0.06	9	-3050.374246	-2389.65215
0.06	3	-3000.235063	-2360.335795
0.06	14	-3098.681236	-2366.67015
0.06	14	-3097.969538	-2433.472
0.06	6	-3000.423409	-2414.450895
0.06	2	-3126.288781	-2632.856633
0.06	3	-3121.561829	-2520.421059
0.06	4	-3122.050237	-2483.541034
0.06	5	-3117.482347	-2493.382586
0.06	3	-3116.492671	-2478.04688
0.06	2	-3115.278259	-2606.251031
0.06	13	-3109.132712	-2587.605119
0.06	6	-3109.786306	-2575.186163
0.06	3	-3099.729855	-2632.636113
0.06	14	-3097.579111	-2478.870151
0.06	14	-3092.842565	-2502.848276
0.06	14	-3078.313658	-2494.573346
0.06	14	-3076.218729	-2524.658545
0.06	2	-3075.24565	-2585.414567
0.06	7	-3071.659008	-2658.180539
0.06	2	-3069.607611	-2490.695596
0.06	14	-3068.922963	-2536.018012
0.06	3	-3061.445496	-2517.055225
0.06	7	-3050.21662	-2473.190897
0.06	3	-3047.917912	-2557.259494
0.06	14	-3042.778359	-2547.319042
0.06	9	-3045.491858	-2520.262467
0.06	2	-3036.421286	-2527.506567
0.06	3	-3022.803673	-2637.65746
0.06	14	-3018.319241	-2478.789371
0.06	5	-3017.069151	-2536.540752
0.06	7	-3014.120745	-2602.956085
0.06	14	-3015.010871	-2505.791058
0.06	3	-3011.717976	-2544.198395
0.06	2	-2999.947448	-2550.95095
0.06	1	-2995.627662	-2631.641432
0.06	3	-2992.858932	-2613.021012
0.06	3	-2985.317734	-2622.935669
0.06	7	-2967.832268	-2510.536972
0.06	7	-2961.769471	-2598.217561
0.06	14	-2958.089249	-2539.789978
0.06	3	-3065.894781	-2602.029493
0.06	4	-3036.760124	-2656.50283
0.06	2	-2974.882812	-2523.968873
0.06	7	-3139.784285	-2492.232889
0.06	9	-3104.320013	-2616.578102
0.06	1	-3034.340261	-2538.01632
0.06	5	-3037.524728	-2619.138839
0.06	2	-3005.616615	-2589.822925
0.06	5	-3020.91055	-2651.182655
0.06	9	-2959.268824	-2639.683253
0.06	6	-3126.292447	-2644.093704
0.06	2	-3079.978704	-2656.298784
0.06	3	-3072.174656	-2615.48281
0.06	1	-3057.489769	-2488.090898
0.06	2	-3009.29286	-2622.200854
0.06	4	-3005.072062	-2542.157138
0.06	14	-3064.435647	-2501.683173
0.06	14	-2967.24434	-2550.580701
0.06	5	-3137.360643	-2721.432139
0.06	5	-3128.852236	-2779.220293
0.06	2	-3104.767486	-2821.438284
0.06	2	-3098.396687	-2808.018758
0.06	16	-3076.340801	-2859.993968
0.06	1	-3068.565663	-2777.523031
0.06	5	-3063.939628	-2857.778325
0.06	3	-3062.756571	-2676.712376
0.06	9	-3062.362591	-2751.713001
0.06	5	-3059.623846	-2707.000949
0.06	9	-3064.528298	-2685.606072
0.06	3	-3049.771059	-2839.461778
0.06	1	-3045.12732	-2849.14258
0.06	13	-3044.977158	-2784.071104
0.06	4	-3040.728745	-2797.78843
0.06	1	-3034.824177	-2728.560401
0.06	16	-3029.384942	-2832.512207
0.06	3	-3003.103206	-2795.856063
0.06	3	-2999.002417	-2743.902204
0.06	1	-2997.178901	-2685.780257
0.06	2	-2990.486855	-2775.460613
0.06	5	-2980.337709	-2693.038481
0.06	3	-2982.83835	-2721.776267
0.06	2	-2957.312933	-2755.399399
0.06	2	-2958.425206	-2795.227077
0.06	4	-3126.823459	-2713.181957
0.06	2	-3106.636079	-2772.441729
0.06	4	-3094.178121	-2788.756153
0.06	4	-3079.610301	-2734.837486
0.06	6	-3064.454952	-2843.39807
0.06	2	-3059.205434	-2738.883916
0.06	1	-3007.585552	-2837.018655
0.06	5	-2990.505837	-2816.334028
0.06	13	-2970.532702	-2785.001847
0.06	3	-3137.150712	-2748.34648
0.06	16	-3122.7992	-2803.713979
0.06	5	-3046.257019	-2806.588404
0.06	5	-3028.352219	-2698.773224
0.06	1	-3025.329065	-2853.464295
0.06	2	-3012.142506	-2712.410059
0.06	6	-3002.431811	-2758.088547
0.06	1	-2987.01693	-2761.332251
0.06	2	-2981.812324	-2750.054379
0.06	1	-2976.102214	-2852.391863
